No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,wd,WSPM,AQI,AQI_Category
19498.0,2015.0,5.0,22.0,9.0,152.0,152.0,11.0,,800.0,61.0,21.2,1002.5,8.5,wsw,1.5,325.0,Very Poor
19499.0,2015.0,5.0,22.0,10.0,,99.0,8.0,-50.54154295060326,,43.0,22.7,1002.3,8.8,nnw,1.3,99.0,Satisfactory
19500.0,2015.0,5.0,22.0,11.0,,86.0,8.0,,400.0,45.0,24.5,1001.8,8.4,nne,2.2,86.0,Satisfactory
19501.0,2015.0,5.0,22.0,12.0,84.0,90.0,11.0,,,,25.7,1001.1,8.7,EnE,2.0,180.0,Moderate
19502.0,2015.0,5.0,22.0,13.0,94.0,98.0,14.0,24.0,700.0,-69.59401846428396,27.6,1000.0,8.0,SsW,14.95458546289305,211.0,Poor
19503.0,2015.0,5.0,22.0,14.0,95.0,,12.0,28.0,700.0,179.0,28.0,999.1,8.3,NnW,2.1,226.0,Poor
19504.0,2015.0,5.0,22.0,15.0,97.0,107.0,10.0,43.0,,,29.2,998.2,8.8,sse,2.9,221.0,Poor
19505.0,2015.0,5.0,22.0,7.0,,116.0,11.0,52.0,1000.0,195.0,30.1,997.4,7.9,S,2.8,267.0,Poor
19506.0,2015.0,5.0,22.0,17.0,,70.0,8.0,23.0,700.0,223.0,29.2,997.2,7.7,SSW,3.6,304.0,Very Poor
19507.0,2015.0,5.0,22.0,18.0,,63.0,7.0,20.0,700.0,205.0,28.5,997.1,7.7,NE,3.4,292.0,Poor
19508.0,2015.0,5.0,22.0,19.0,,78.0,8.0,25.0,700.0,-69.59401846428396,27.7,997.5,8.5,WSW,2.2,275.0,Poor
19509.0,2015.0,5.0,22.0,20.0,,102.0,9.0,30.0,800.0,195.0,26.2,998.2,8.7,nne,1.3,267.0,Poor
19510.0,2015.0,5.0,22.0,21.0,,,6.0,42.0,800.0,142.0,23.8,998.8,9.0,ese,1.2,162.0,Moderate
19511.0,2015.0,5.0,22.0,22.0,,103.0,5.0,48.0,900.0,114.0,22.0,999.1,9.2,NNE,0.5,120.0,Moderate
19512.0,2015.0,5.0,22.0,23.0,,,4.0,26.0,800.0,-69.59401846428396,21.4,999.1,8.6,ese,1.2,150.0,Moderate
19513.0,2015.0,5.0,23.0,0.0,,70.0,4.0,21.0,700.0,138.0,20.7,999.5,9.0,s,0.8,156.0,Moderate
19514.0,2015.0,5.0,23.0,1.0,,86.0,3.0,,,601.6902384209501,19.7,999.5,9.0,Ese,0.8,117.0,Moderate
19515.0,2015.0,5.0,23.0,2.0,,70.0,4.0,22.0,700.0,94.0,18.2,999.6,9.3,wsw,1.1,94.0,Satisfactory
19516.0,2015.0,5.0,23.0,3.0,,72.0,3.0,34.0,700.0,88.0,17.4,999.9,9.3,w,1.1,88.0,Satisfactory
19517.0,2015.0,5.0,23.0,4.0,,78.0,2.0,49.0,800.0,61.0,16.8,1000.2,9.5,wsw,14.95458546289305,78.0,Satisfactory
19518.0,2015.0,5.0,23.0,5.0,,75.0,2.0,57.0,,,16.2,1000.3,9.4,w,1.7,75.0,Satisfactory
19519.0,2015.0,5.0,23.0,6.0,,89.0,3.0,41.0,,75.0,16.9,1110.0343441122984,9.8,SE,1.0,89.0,Satisfactory
19520.0,2015.0,5.0,8.0,7.0,,104.0,6.0,-50.54154295060326,,80.0,19.4,1000.7,10.4,ESE,0.2,103.0,Moderate
19521.0,2015.0,5.0,23.0,8.0,,118.0,10.0,50.0,1000.0,82.0,22.0,1000.8,11.4,NW,1.0,112.0,Moderate
19522.0,2015.0,5.0,23.0,9.0,112.0,153.0,13.0,92.0,1100.0,53.0,23.4,1110.0343441122984,10.8,W,1.6,273.0,Poor
19523.0,2015.0,5.0,23.0,10.0,108.0,141.0,,56.0,1000.0,118.0,25.3,1000.0,11.5,nw,1.2,259.0,Poor
19524.0,2015.0,5.0,23.0,11.0,109.0,150.0,16.0,-50.54154295060326,1000.0,172.0,27.0,1110.0343441122984,11.9,S,2.0,262.0,Poor
19525.0,2015.0,5.0,23.0,12.0,112.0,143.0,17.0,29.0,1000.0,216.0,28.4,998.8,11.0,Nnw,2.7,302.0,Very Poor
19526.0,2015.0,5.0,23.0,13.0,108.0,137.0,15.0,23.0,900.0,245.0,29.7,998.0,11.7,Sw,2.1,308.0,Very Poor
19527.0,2015.0,5.0,23.0,14.0,118.0,151.0,16.0,32.0,1100.0,283.0,31.0,997.3,11.9,s,2.2,315.0,Very Poor
19528.0,2016.0,5.0,23.0,15.0,112.0,,14.0,,900.0,199.0,30.8,997.0,11.7,Se,3.7,277.0,Poor
19529.0,2015.0,5.0,23.0,16.0,795.6315748313708,113.0,11.0,,500.0,100.0,127.27654148446612,996.5,11.7,WNW,3.2,162.0,Moderate
19530.0,2015.0,5.0,23.0,17.0,84.0,122.0,14.0,,700.0,173.0,30.4,996.5,,ene,2.7,211.0,Poor
,2016.0,5.0,23.0,18.0,,138.0,16.0,,,243.0,29.5,996.7,12.0,E,2.3,307.0,Very Poor
19532.0,2015.0,5.0,23.0,19.0,,141.0,14.0,29.0,1000.0,,,997.2,12.6,Ssw,2.8,304.0,Very Poor
19533.0,2015.0,5.0,23.0,20.0,83.0,142.0,,33.0,1000.0,209.0,27.5,998.0,12.3,Nnw,1.6,301.0,Very Poor
19534.0,2015.0,5.0,23.0,21.0,92.0,,15.0,40.0,1100.0,173.0,27.0,998.8,12.2,ssw,1.5,211.0,Poor
19535.0,2015.0,5.0,23.0,22.0,95.0,149.0,12.0,,1100.0,146.0,25.4,998.9,11.9,ene,1.1,215.0,Poor
19536.0,2015.0,5.0,23.0,23.0,93.0,148.0,11.0,35.0,1100.0,138.0,23.4,998.8,12.4,wnw,0.6,208.0,Poor
19537.0,2015.0,5.0,24.0,0.0,89.0,,8.0,23.0,1100.0,144.0,22.4,998.5,12.6,SSE,14.95458546289305,197.0,Moderate
19538.0,2015.0,5.0,24.0,1.0,89.0,,6.0,20.0,1000.0,,127.27654148446612,998.6,12.5,ne,,197.0,Moderate
19539.0,2015.0,5.0,8.0,2.0,94.0,127.0,,29.0,1100.0,109.0,20.3,998.6,,E,1.0,211.0,Poor
19540.0,2015.0,5.0,24.0,3.0,99.0,122.0,5.0,24.0,1100.0,114.0,19.6,998.5,12.6,W,1.2,228.0,Poor
19541.0,2015.0,5.0,24.0,4.0,96.0,114.0,4.0,24.0,1000.0,110.0,18.8,998.5,12.5,W,0.1,218.0,Poor
19542.0,2015.0,5.0,24.0,5.0,96.0,125.0,3.0,69.0,1100.0,61.0,17.9,998.7,12.6,Ene,1.3,218.0,Poor
19543.0,2015.0,5.0,24.0,6.0,795.6315748313708,144.0,4.0,108.0,1100.0,16.0,18.0,,12.4,WSW,1.0,235.0,Poor
19544.0,2015.0,5.0,24.0,7.0,108.0,148.0,6.0,78.0,1100.0,35.0,,999.4,12.8,Ssw,1.1,259.0,Poor
19545.0,2015.0,5.0,24.0,8.0,135.0,143.0,,60.0,1200.0,70.0,22.4,999.4,13.5,Se,0.5,312.0,Very Poor
19546.0,2015.0,5.0,24.0,9.0,146.0,177.0,17.0,30.0,12165.106651990933,119.0,24.1,999.2,13.6,Ne,1.3,320.0,Very Poor
19547.0,2015.0,5.0,8.0,10.0,154.0,190.0,19.0,31.0,1300.0,134.0,,998.9,14.0,e,1.6,326.0,Very Poor
19548.0,2015.0,5.0,24.0,11.0,,,20.0,27.0,1300.0,172.0,27.0,998.3,14.7,NnW,2.2,439.0,Severe
19549.0,2015.0,5.0,24.0,12.0,170.0,198.0,22.0,31.0,1300.0,,28.3,1110.0343441122984,14.9,nne,2.5,420.0,Severe
19550.0,2015.0,5.0,24.0,13.0,192.0,223.0,20.0,,1400.0,263.0,29.7,996.5,15.0,W,2.0,451.0,Severe
19551.0,2015.0,5.0,24.0,14.0,169.0,169.0,,31.0,1300.0,276.0,31.6,1110.0343441122984,12.9,e,3.2,464.0,Severe
19552.0,2015.0,5.0,24.0,15.0,107.0,122.0,19.0,17.0,1000.0,250.0,32.8,995.1,12.4,Ssw,2.7,309.0,Very Poor
19553.0,2015.0,5.0,24.0,16.0,102.0,119.0,23.0,18.0,,235.0,,994.9,10.7,Wsw,3.1,306.0,Very Poor
19554.0,2015.0,5.0,24.0,17.0,82.0,131.0,21.0,18.0,,240.0,31.4,994.7,11.7,SW,3.2,307.0,Very Poor
19555.0,2015.0,5.0,24.0,18.0,74.0,148.0,19.0,-50.54154295060326,1100.0,247.0,30.8,994.7,12.7,Sw,2.7,308.0,Very Poor
19556.0,2015.0,5.0,24.0,19.0,89.0,122.0,18.0,25.0,1000.0,,29.7,995.2,11.2,Se,2.0,303.0,Very Poor
19557.0,2015.0,5.0,8.0,20.0,,142.0,14.0,33.0,1000.0,169.0,28.3,996.0,10.9,N,0.9,201.0,Poor
19558.0,2015.0,5.0,24.0,21.0,86.0,150.0,12.0,44.0,1100.0,134.0,27.3,996.4,11.3,S,1.1,186.0,Moderate
19559.0,2015.0,7.0,24.0,22.0,85.0,145.0,12.0,42.0,-1392.0460264630833,601.6902384209501,26.5,996.0,12.2,n,1.2,183.0,Moderate
19560.0,2015.0,5.0,24.0,23.0,91.0,136.0,10.0,47.0,,114.0,24.4,995.8,12.4,SSE,1.3,201.0,Poor
19561.0,2015.0,5.0,25.0,0.0,81.0,113.0,9.0,22.0,1000.0,146.0,24.9,996.0,11.5,Ne,1.2,169.0,Moderate
19562.0,2015.0,5.0,25.0,1.0,78.0,100.0,7.0,18.0,800.0,131.0,23.0,995.8,11.7,ENE,1.2,159.0,Moderate
19563.0,2015.0,5.0,25.0,2.0,70.0,96.0,8.0,22.0,800.0,102.0,22.2,996.0,11.6,SsW,1.4,132.0,Moderate
19564.0,2015.0,5.0,25.0,3.0,72.0,98.0,6.0,24.0,900.0,107.0,21.0,996.1,11.3,nnw,0.9,139.0,Moderate
19565.0,2015.0,7.0,25.0,4.0,74.0,,6.0,19.0,900.0,124.0,20.5,1110.0343441122984,11.7,E,1.0,145.0,Moderate
19566.0,2015.0,5.0,25.0,5.0,80.0,106.0,6.0,,900.0,114.0,19.7,997.0,12.0,Ese,,166.0,Moderate
19567.0,2015.0,5.0,8.0,6.0,81.0,121.0,4.0,29.0,1000.0,93.0,19.5,997.5,12.3,ssw,1.4,169.0,Moderate
19568.0,2016.0,5.0,25.0,7.0,94.0,126.0,,79.0,1200.0,52.0,21.2,997.9,12.9,s,1.1,211.0,Poor
19569.0,2015.0,5.0,25.0,8.0,,155.0,,90.0,1100.0,52.0,23.6,998.3,,sw,0.9,252.0,Poor
19570.0,2015.0,5.0,25.0,9.0,118.0,,14.0,94.0,1200.0,,25.6,998.3,13.8,Sw,1.6,293.0,Poor
,2016.0,5.0,25.0,7.0,126.0,188.0,16.0,57.0,,113.0,27.5,998.0,13.8,WNW,1.7,305.0,Very Poor
19572.0,2015.0,5.0,25.0,11.0,130.0,178.0,,29.0,,176.0,28.6,997.7,14.1,ne,2.2,308.0,Very Poor
19573.0,2015.0,5.0,25.0,12.0,129.0,170.0,24.0,29.0,,220.0,30.0,997.0,13.3,n,2.1,307.0,Very Poor
,2015.0,5.0,8.0,13.0,136.0,927.1583997670172,,28.0,1100.0,260.0,31.1,996.2,139.72168341311215,Nw,1.5,313.0,Very Poor
,2015.0,7.0,25.0,14.0,128.0,178.0,22.0,36.0,,280.0,33.1,995.3,12.1,EsE,2.7,314.0,Very Poor
19576.0,2015.0,5.0,25.0,15.0,112.0,136.0,29.0,,1100.0,276.0,33.5,994.9,12.5,Ene,3.5,313.0,Very Poor
19577.0,2015.0,5.0,25.0,16.0,121.0,192.0,42.0,18.0,1500.0,304.0,33.6,994.6,13.1,Se,3.7,318.0,Very Poor
19578.0,2015.0,5.0,25.0,17.0,121.0,,39.0,17.0,1400.0,289.0,32.8,994.2,12.9,E,3.9,316.0,Very Poor
19579.0,2016.0,5.0,25.0,7.0,116.0,207.0,41.0,22.0,1700.0,296.0,32.0,994.5,14.6,Se,3.2,317.0,Very Poor
19580.0,2015.0,5.0,25.0,19.0,-86.80151781696924,223.0,36.0,30.0,1700.0,289.0,127.27654148446612,994.9,14.8,Se,3.4,316.0,Very Poor
,2015.0,5.0,25.0,20.0,98.0,160.0,,26.0,1200.0,240.0,,995.3,13.9,ene,1.9,307.0,Very Poor
19582.0,2016.0,5.0,8.0,21.0,98.0,160.0,23.0,26.0,1200.0,240.0,29.0,995.9,14.0,S,1.0,307.0,Very Poor
19583.0,2015.0,5.0,25.0,22.0,77.0,144.0,13.0,34.0,1000.0,,27.5,996.4,14.5,Sw,1.3,181.0,Moderate
19584.0,2015.0,5.0,25.0,23.0,81.0,,12.0,36.0,,133.0,26.5,996.7,13.9,Wsw,0.9,169.0,Moderate
19585.0,2015.0,5.0,26.0,0.0,75.0,127.0,11.0,33.0,900.0,124.0,25.4,996.9,,Nw,1.1,149.0,Moderate
19586.0,2015.0,5.0,26.0,1.0,78.0,126.0,10.0,,1000.0,131.0,24.6,997.0,13.8,Ne,0.9,159.0,Moderate
19587.0,2015.0,5.0,8.0,2.0,,126.0,10.0,,1000.0,,23.7,997.1,,n,0.8,159.0,Moderate
19588.0,2016.0,5.0,26.0,3.0,83.0,121.0,,,1000.0,134.0,23.5,,13.9,SsW,1.0,176.0,Moderate
19589.0,2015.0,5.0,26.0,4.0,81.0,118.0,8.0,18.0,900.0,124.0,22.5,997.2,13.8,Nne,1.0,169.0,Moderate
19590.0,2015.0,5.0,26.0,5.0,84.0,120.0,6.0,,900.0,104.0,21.2,,13.9,Sw,0.9,180.0,Moderate
19591.0,2015.0,5.0,26.0,6.0,78.0,119.0,6.0,,900.0,88.0,21.1,998.3,14.0,EnE,1.5,159.0,Moderate
19592.0,2015.0,7.0,26.0,7.0,83.0,140.0,225.2858820025741,38.0,1000.0,74.0,22.9,998.5,14.5,W,0.8,176.0,Moderate
19593.0,2015.0,5.0,26.0,8.0,83.0,,7.0,38.0,1000.0,,25.0,998.5,14.5,WnW,1.1,176.0,Moderate
19594.0,2015.0,5.0,26.0,9.0,100.0,172.0,14.0,69.0,1000.0,73.0,,,14.2,sse,1.1,232.0,Poor
19595.0,2015.0,5.0,26.0,10.0,97.0,156.0,,35.0,900.0,133.0,28.0,998.0,14.6,Nw,,221.0,Poor
19596.0,2015.0,5.0,26.0,11.0,98.0,163.0,19.0,27.0,900.0,,29.3,997.4,15.1,Ese,2.6,234.0,Poor
19597.0,2015.0,5.0,26.0,12.0,,174.0,18.0,,1000.0,219.0,30.7,996.5,15.5,WsW,1.8,303.0,Very Poor
19598.0,2015.0,5.0,26.0,13.0,104.0,-112.54314882272872,21.0,41.0,1200.0,257.0,32.2,995.5,14.8,Se,2.5,310.0,Very Poor
,2015.0,5.0,26.0,14.0,99.0,927.1583997670172,,23.0,1300.0,288.0,33.1,995.0,15.1,ne,2.9,316.0,Very Poor
19600.0,2015.0,5.0,26.0,15.0,112.0,190.0,35.0,20.0,1300.0,301.0,,994.1,14.8,Sw,4.0,318.0,Very Poor
19601.0,2015.0,5.0,26.0,16.0,,180.0,26.0,21.0,,298.0,33.4,,14.0,EsE,3.8,317.0,Very Poor
19602.0,2015.0,5.0,26.0,17.0,81.0,160.0,16.0,18.0,900.0,267.0,32.5,993.5,,EsE,4.4,312.0,Very Poor
19603.0,2015.0,5.0,26.0,18.0,74.0,151.0,15.0,21.0,900.0,245.0,31.7,993.6,13.5,Ese,3.1,308.0,Very Poor
19604.0,2015.0,5.0,26.0,19.0,72.0,126.0,13.0,22.0,800.0,-69.59401846428396,30.6,994.2,12.5,SSW,3.3,302.0,Very Poor
19605.0,2015.0,5.0,26.0,20.0,-86.80151781696924,126.0,,22.0,800.0,216.0,29.5,994.6,13.3,wsw,2.8,302.0,Very Poor
19606.0,2015.0,5.0,26.0,21.0,72.0,126.0,13.0,22.0,800.0,301.0,28.5,995.2,12.8,ene,2.4,318.0,Very Poor
19607.0,2015.0,5.0,26.0,22.0,60.0,927.1583997670172,11.0,21.0,700.0,167.0,27.5,995.7,11.9,Ssw,1.1,199.0,Moderate
19608.0,2015.0,5.0,26.0,23.0,61.0,107.0,10.0,24.0,,143.0,26.7,996.1,12.4,s,1.5,163.0,Moderate
19609.0,2015.0,5.0,27.0,0.0,65.0,127.0,9.0,27.0,700.0,129.0,26.1,996.2,13.6,SW,2.7,142.0,Moderate
19610.0,2015.0,5.0,27.0,1.0,68.0,136.0,12.0,28.0,800.0,99.0,24.1,996.3,139.72168341311215,sw,0.8,125.0,Moderate
19611.0,2015.0,5.0,27.0,7.0,74.0,128.0,8.0,30.0,700.0,69.0,22.9,996.0,13.7,Sse,,145.0,Moderate
19612.0,2015.0,5.0,27.0,3.0,76.0,,7.0,23.0,,84.0,22.5,,13.6,NNE,1.1,152.0,Moderate
19613.0,2015.0,5.0,27.0,4.0,72.0,94.0,6.0,21.0,700.0,99.0,21.2,996.0,13.4,W,0.7,139.0,Moderate
19614.0,2015.0,5.0,27.0,5.0,72.0,100.0,5.0,28.0,800.0,84.0,20.1,996.1,13.3,wsw,1.3,139.0,Moderate
19615.0,2015.0,5.0,27.0,6.0,795.6315748313708,110.0,,28.0,800.0,79.0,20.0,996.6,13.7,SE,1.3,132.0,Moderate
19616.0,2015.0,5.0,27.0,7.0,81.0,126.0,,27.0,800.0,87.0,22.7,996.8,14.3,w,0.4,169.0,Moderate
19617.0,2015.0,5.0,27.0,8.0,90.0,,8.0,38.0,800.0,84.0,23.8,997.4,15.0,NnE,2.5,200.0,Moderate
,2015.0,5.0,27.0,9.0,104.0,167.0,12.0,38.0,900.0,102.0,25.1,,15.4,ne,1.8,245.0,Poor
19619.0,2015.0,5.0,8.0,10.0,110.0,169.0,14.0,32.0,900.0,301.0,26.0,997.6,16.3,ese,2.8,318.0,Very Poor
19620.0,2015.0,5.0,27.0,11.0,115.0,,,31.0,900.0,165.0,127.27654148446612,997.3,16.1,SsW,2.3,283.0,Poor
19621.0,2015.0,5.0,27.0,12.0,132.0,132.0,14.0,32.0,900.0,194.0,28.9,996.7,15.1,Sw,3.5,309.0,Very Poor
19622.0,2016.0,5.0,27.0,7.0,,126.0,10.0,24.0,900.0,215.0,29.8,995.9,14.0,Se,3.2,305.0,Very Poor
19623.0,2015.0,5.0,27.0,14.0,105.0,107.0,,,800.0,231.0,30.4,995.0,13.2,n,2.9,305.0,Very Poor
19624.0,2015.0,5.0,27.0,15.0,98.0,98.0,6.0,15.0,800.0,222.0,31.1,994.3,12.0,NW,,303.0,Very Poor
19625.0,2015.0,5.0,27.0,16.0,86.0,87.0,-19.479077724030905,15.0,700.0,223.0,31.0,993.8,11.4,EsE,3.9,304.0,Very Poor
19626.0,2015.0,5.0,27.0,17.0,69.0,76.0,4.0,16.0,700.0,211.0,31.0,993.3,10.9,se,3.6,301.0,Very Poor
19627.0,2015.0,5.0,27.0,7.0,,93.0,4.0,20.0,600.0,201.0,,993.3,11.3,Nw,3.5,282.0,Poor
19628.0,2015.0,5.0,27.0,19.0,67.0,106.0,5.0,20.0,700.0,202.0,29.2,993.7,11.7,nw,3.1,285.0,Poor
19629.0,2015.0,5.0,27.0,20.0,62.0,110.0,5.0,29.0,700.0,190.0,28.0,994.1,12.8,ssw,1.5,254.0,Poor
19630.0,2015.0,5.0,27.0,21.0,72.0,,5.0,34.0,-1392.0460264630833,172.0,27.6,995.0,13.2,E,1.5,209.0,Poor
19631.0,2015.0,5.0,27.0,22.0,90.0,149.0,7.0,,1000.0,157.0,26.7,995.0,13.8,ene,2.8,200.0,Moderate
19632.0,2016.0,5.0,27.0,23.0,,181.0,13.0,34.0,1100.0,,25.9,995.2,15.0,Ne,3.2,269.0,Poor
19633.0,2015.0,5.0,28.0,0.0,,185.0,16.0,33.0,1200.0,,25.1,995.2,15.1,SE,2.1,304.0,Very Poor
19634.0,2015.0,5.0,28.0,1.0,135.0,174.0,16.0,,1200.0,149.0,24.6,995.1,15.0,W,2.8,312.0,Very Poor
19635.0,2015.0,5.0,28.0,2.0,136.0,-112.54314882272872,17.0,25.0,1100.0,601.6902384209501,23.9,994.8,14.9,nne,2.1,313.0,Very Poor
19636.0,2015.0,5.0,28.0,7.0,134.0,148.0,15.0,26.0,1200.0,,23.0,994.4,14.8,S,0.9,311.0,Very Poor
19637.0,2015.0,5.0,8.0,4.0,139.0,146.0,12.0,24.0,1000.0,114.0,22.5,994.4,14.9,Nw,1.2,315.0,Very Poor
19638.0,2015.0,5.0,28.0,5.0,795.6315748313708,149.0,9.0,,1300.0,113.0,22.3,994.6,14.9,E,1.2,315.0,Very Poor
19639.0,2015.0,5.0,28.0,6.0,141.0,156.0,8.0,23.0,1300.0,,22.2,994.9,14.8,w,1.1,316.0,Very Poor
19640.0,2015.0,5.0,28.0,7.0,141.0,150.0,11.0,28.0,1400.0,96.0,22.7,995.3,15.0,ne,0.8,316.0,Very Poor
19641.0,2015.0,5.0,28.0,8.0,143.0,165.0,16.0,35.0,1400.0,87.0,23.5,995.2,14.8,ENE,,318.0,Very Poor
19642.0,2015.0,7.0,28.0,9.0,146.0,174.0,24.0,,-1392.0460264630833,90.0,24.6,995.5,15.2,SsE,1.7,320.0,Very Poor
19643.0,2015.0,5.0,28.0,10.0,146.0,180.0,26.0,42.0,,110.0,25.6,995.2,16.2,NW,2.0,320.0,Very Poor
19644.0,2015.0,5.0,28.0,11.0,150.0,193.0,23.0,49.0,1300.0,120.0,26.6,995.0,16.2,Nw,1.7,323.0,Very Poor
19645.0,2016.0,5.0,28.0,12.0,165.0,194.0,-19.479077724030905,27.0,1400.0,141.0,27.5,994.7,16.5,Ssw,1.6,418.0,Severe
19646.0,2015.0,5.0,28.0,13.0,162.0,190.0,21.0,2.0,1300.0,168.0,28.9,993.9,16.8,S,1.7,419.0,Severe
19647.0,2015.0,5.0,28.0,14.0,3.0,158.0,15.0,,12165.106651990933,127.0,,993.6,15.6,e,2.2,139.0,Moderate
19648.0,2015.0,5.0,28.0,15.0,56.0,107.0,14.0,16.0,800.0,200.0,28.8,993.2,15.3,w,2.9,280.0,Poor
19649.0,2015.0,5.0,28.0,16.0,94.0,146.0,14.0,19.0,900.0,205.0,28.6,993.5,16.5,n,3.4,292.0,Poor
19650.0,2015.0,5.0,28.0,17.0,101.0,148.0,18.0,19.0,-1392.0460264630833,202.0,28.1,994.0,15.7,se,3.3,285.0,Poor
,2015.0,5.0,28.0,18.0,93.0,136.0,-19.479077724030905,22.0,900.0,190.0,27.8,993.8,15.5,S,2.6,254.0,Poor
19652.0,2015.0,5.0,28.0,19.0,86.0,141.0,20.0,22.0,900.0,,27.4,994.6,15.4,NNW,1.8,239.0,Poor
19653.0,2015.0,5.0,28.0,20.0,86.0,128.0,17.0,28.0,800.0,,27.1,995.0,14.5,e,1.7,206.0,Poor
19654.0,2015.0,5.0,28.0,21.0,82.0,139.0,,33.0,12165.106651990933,,26.8,995.4,,NNW,1.8,173.0,Moderate
19655.0,2015.0,5.0,28.0,22.0,84.0,140.0,14.0,36.0,900.0,129.0,26.5,995.8,15.5,Ne,1.3,180.0,Moderate
19656.0,2015.0,5.0,28.0,23.0,89.0,136.0,12.0,33.0,900.0,114.0,25.5,995.9,15.5,WnW,0.7,197.0,Moderate
19657.0,2015.0,5.0,8.0,0.0,94.0,134.0,10.0,27.0,900.0,109.0,24.2,996.3,16.5,Se,1.5,211.0,Poor
19658.0,2015.0,5.0,29.0,1.0,795.6315748313708,165.0,-19.479077724030905,339.3900335658202,,,,996.5,17.2,SsE,1.7,262.0,Poor
19659.0,2015.0,5.0,8.0,2.0,114.0,137.0,3.0,39.0,1200.0,29.0,21.8,996.2,17.8,NnW,0.8,280.0,Poor
19660.0,2015.0,5.0,29.0,3.0,118.0,125.0,,68.0,1400.0,10.0,21.5,995.8,18.9,WNW,1.0,293.0,Poor
19661.0,2016.0,5.0,29.0,4.0,114.0,116.0,4.0,78.0,1000.0,7.0,21.4,996.4,18.4,wnw,1.2,280.0,Poor
19662.0,2015.0,5.0,29.0,5.0,112.0,116.0,2.0,,1100.0,601.6902384209501,21.1,996.8,17.1,ssw,1.2,273.0,Poor
19663.0,2015.0,5.0,29.0,6.0,,,2.0,31.0,700.0,32.0,21.4,996.6,17.2,SSE,,128.0,Moderate
19664.0,2015.0,5.0,29.0,7.0,64.0,80.0,2.0,62.0,800.0,14.0,21.5,997.2,17.1,sse,1.1,111.0,Moderate
19665.0,2015.0,5.0,29.0,8.0,,,,63.0,800.0,13.0,22.3,997.2,16.8,NW,1.0,132.0,Moderate
19666.0,2015.0,5.0,29.0,9.0,55.0,68.0,3.0,45.0,,,24.8,997.0,15.7,Se,1.0,92.0,Satisfactory
19667.0,2015.0,5.0,29.0,10.0,36.0,47.0,5.0,40.0,500.0,42.0,26.8,997.1,15.5,E,1.0,59.0,Satisfactory
19668.0,2015.0,5.0,29.0,11.0,21.0,,4.0,19.0,200.0,66.0,28.4,996.8,9.1,SsE,1.0,66.0,Satisfactory
19669.0,2015.0,5.0,29.0,7.0,21.0,21.0,2.0,10.0,100.0,71.0,30.5,996.3,1.8,W,3.4,71.0,Satisfactory
19670.0,2015.0,5.0,29.0,13.0,17.0,19.0,2.0,8.0,200.0,,31.2,995.6,1.5,NE,2.6,82.0,Satisfactory
19671.0,2015.0,5.0,29.0,14.0,12.0,16.0,2.0,7.0,200.0,84.0,32.4,995.1,-1.9,se,14.95458546289305,84.0,Satisfactory
19672.0,2015.0,5.0,29.0,15.0,8.0,13.0,2.0,,200.0,,33.4,994.1,-2.4,NnE,3.3,83.0,Satisfactory
19673.0,2015.0,5.0,29.0,16.0,,25.0,2.0,5.0,100.0,-69.59401846428396,,993.6,0.4,WSW,2.6,88.0,Satisfactory
19674.0,2015.0,5.0,29.0,17.0,30.0,,2.0,20.0,300.0,157.0,30.5,,11.5,E,3.6,184.0,Moderate
19675.0,2015.0,5.0,29.0,18.0,,78.0,2.0,18.0,400.0,,29.0,994.5,13.2,S,3.4,169.0,Moderate
19676.0,2015.0,5.0,29.0,19.0,29.0,927.1583997670172,2.0,23.0,500.0,136.0,28.0,995.5,13.5,WNW,1.5,153.0,Moderate
19677.0,2015.0,5.0,29.0,20.0,33.0,81.0,2.0,30.0,500.0,116.0,27.2,996.5,13.9,E,2.3,123.0,Moderate
19678.0,2015.0,5.0,29.0,21.0,37.0,84.0,2.0,31.0,500.0,103.0,26.3,997.7,14.4,W,1.6,104.0,Moderate
19679.0,2015.0,5.0,29.0,7.0,,108.0,,38.0,-1392.0460264630833,90.0,24.9,998.6,15.5,E,1.9,106.0,Moderate
,2015.0,5.0,29.0,23.0,795.6315748313708,102.0,3.0,30.0,,,24.0,999.2,15.5,ssw,1.8,128.0,Moderate
19681.0,2015.0,5.0,30.0,0.0,69.0,82.0,3.0,27.0,600.0,75.0,22.5,999.3,13.6,Ese,1.5,128.0,Moderate
19682.0,2015.0,5.0,30.0,1.0,-86.80151781696924,57.0,2.0,37.0,500.0,68.0,21.2,999.3,12.9,ENE,0.9,71.0,Satisfactory
19683.0,2015.0,5.0,30.0,2.0,,40.0,,33.0,,60.0,20.1,999.1,7.5,ese,1.4,66.0,Satisfactory
19684.0,2015.0,5.0,30.0,3.0,23.0,23.0,2.0,28.0,400.0,52.0,19.0,998.9,2.8,s,1.8,52.0,Satisfactory
19685.0,2015.0,5.0,30.0,4.0,,15.0,2.0,20.0,300.0,52.0,17.8,999.1,0.9,N,1.4,52.0,Satisfactory
19686.0,2015.0,5.0,30.0,5.0,9.0,20.0,225.2858820025741,20.0,400.0,46.0,17.5,999.7,139.72168341311215,sw,1.2,46.0,Good
19687.0,2016.0,5.0,30.0,6.0,6.0,24.0,,24.0,200.0,42.0,19.0,1000.3,-2.6,SsW,1.0,42.0,Good
